"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"03.02.2020","17.540,0","17.720,0","17.740,0","17.540,0","71,27K","0,34%"
"31.01.2020","17.480,0","18.100,0","18.140,0","17.480,0","455,33K","-3,85%"
"30.01.2020","18.180,0","17.960,0","18.180,0","17.740,0","181,22K","2,13%"
"29.01.2020","17.800,0","17.500,0","17.800,0","17.400,0","112,89K","1,71%"
"28.01.2020","17.500,0","17.700,0","17.700,0","17.040,0","180,26K","-1,57%"
"27.01.2020","17.780,0","17.960,0","17.960,0","17.600,0","46,74K","-1,00%"
"24.01.2020","17.960,0","18.040,0","18.060,0","17.820,0","85,39K","-0,44%"
"23.01.2020","18.040,0","17.980,0","18.120,0","17.980,0","102,95K","0,11%"
"22.01.2020","18.020,0","17.960,0","18.140,0","17.960,0","174,03K","0,11%"
"21.01.2020","18.000,0","18.000,0","18.160,0","18.000,0","102,21K","0,45%"
"20.01.2020","17.920,0","17.840,0","18.040,0","17.840,0","79,79K","-0,99%"
"17.01.2020","18.100,0","18.160,0","18.180,0","17.920,0","309,55K","0,56%"
"16.01.2020","18.000,0","17.920,0","18.000,0","17.600,0","194,37K","0,00%"
"15.01.2020","18.000,0","18.220,0","18.240,0","18.000,0","602,87K","-2,07%"
"14.01.2020","18.380,0","18.380,0","18.440,0","18.120,0","169,08K","1,21%"
"13.01.2020","18.160,0","18.180,0","18.220,0","18.080,0","143,84K","-1,30%"
"10.01.2020","18.400,0","18.280,0","18.400,0","18.100,0","116,22K","0,22%"
"09.01.2020","18.360,0","18.420,0","18.500,0","18.140,0","299,63K","-1,61%"
"08.01.2020","18.660,0","18.820,0","18.820,0","18.360,0","95,67K","-0,85%"
"07.01.2020","18.820,0","18.300,0","18.860,0","18.300,0","61,26K","-0,84%"
"03.01.2020","18.980,0","17.980,0","18.980,0","17.980,0","182,81K","4,40%"
"02.01.2020","18.180,0","18.000,0","18.240,0","17.860,0","50,23K","2,13%"
"30.12.2019","17.800,0","18.280,0","18.280,0","17.800,0","217,29K","-2,73%"
"27.12.2019","18.300,0","18.120,0","18.400,0","18.040,0","60,83K","0,99%"
"26.12.2019","18.120,0","18.240,0","18.340,0","18.060,0","55,43K","-1,20%"
"24.12.2019","18.340,0","18.220,0","18.780,0","18.200,0","15,98K","-2,86%"
"23.12.2019","18.880,0","18.360,0","18.960,0","18.360,0","157,20K","2,83%"
"20.12.2019","18.360,0","17.960,0","18.400,0","17.940,0","1,66M","2,23%"
"19.12.2019","17.960,0","18.140,0","18.140,0","17.920,0","172,43K","-2,29%"
"18.12.2019","18.380,0","17.920,0","18.380,0","17.860,0","179,11K","2,00%"
"17.12.2019","18.020,0","18.060,0","18.100,0","17.720,0","197,58K","-0,22%"
"16.12.2019","18.060,0","18.240,0","18.300,0","18.060,0","183,92K","-1,10%"
"13.12.2019","18.260,0","18.000,0","18.260,0","18.000,0","160,16K","1,44%"
"12.12.2019","18.000,0","17.560,0","18.080,0","17.560,0","234,45K","1,81%"
"11.12.2019","17.680,0","17.300,0","17.800,0","17.300,0","52,29K","1,61%"
"10.12.2019","17.400,0","17.680,0","17.680,0","17.360,0","29,29K","0,00%"
"09.12.2019","17.400,0","17.600,0","17.680,0","17.400,0","122,61K","-1,58%"
"06.12.2019","17.680,0","17.720,0","17.720,0","17.660,0","55,58K","-1,56%"
"05.12.2019","17.960,0","18.000,0","18.000,0","17.800,0","157,23K","-0,11%"
"04.12.2019","17.980,0","17.700,0","17.980,0","17.560,0","208,68K","3,21%"
"03.12.2019","17.420,0","17.640,0","17.640,0","17.300,0","125,17K","-2,13%"
"02.12.2019","17.800,0","17.760,0","17.800,0","17.640,0","531,92K","1,37%"
"29.11.2019","17.560,0","17.580,0","17.600,0","17.500,0","110,55K","0,00%"
"28.11.2019","17.560,0","17.360,0","17.760,0","17.300,0","96,43K","0,34%"
"27.11.2019","17.500,0","17.820,0","17.940,0","17.300,0","220,14K","-2,78%"
"26.11.2019","18.000,0","17.960,0","18.000,0","17.580,0","2,20M","0,00%"
"25.11.2019","18.000,0","18.240,0","18.240,0","17.860,0","261,58K","-1,32%"
"22.11.2019","18.240,0","18.200,0","18.240,0","18.080,0","92,29K","-0,11%"
"21.11.2019","18.260,0","17.840,0","18.260,0","17.500,0","308,73K","0,88%"
"20.11.2019","18.100,0","18.100,0","18.100,0","18.060,0","85,63K","-1,09%"
"19.11.2019","18.300,0","18.000,0","18.300,0","17.920,0","126,74K","0,55%"
"18.11.2019","18.200,0","18.300,0","18.300,0","18.040,0","51,41K","-0,55%"
"15.11.2019","18.300,0","18.280,0","18.300,0","18.000,0","22,30K","0,11%"
"14.11.2019","18.280,0","18.000,0","18.280,0","18.000,0","91,00K","-0,11%"
"13.11.2019","18.300,0","17.800,0","18.300,0","17.800,0","126,45K","0,77%"
"12.11.2019","18.160,0","18.300,0","18.300,0","18.020,0","137,56K","-0,77%"
"08.11.2019","18.300,0","17.860,0","18.300,0","17.820,0","105,52K","0,00%"
"07.11.2019","18.300,0","18.000,0","18.300,0","18.000,0","146,22K","1,44%"
"06.11.2019","18.040,0","17.840,0","18.200,0","17.800,0","279,11K","1,12%"
"05.11.2019","17.840,0","18.480,0","18.480,0","17.840,0","491,96K","-3,15%"
"01.11.2019","18.420,0","18.360,0","18.500,0","18.240,0","165,60K","0,66%"
"31.10.2019","18.300,0","18.300,0","18.380,0","18.280,0","316,34K","0,00%"
"30.10.2019","18.300,0","18.120,0","18.300,0","18.120,0","38,71K","0,11%"
"29.10.2019","18.280,0","18.020,0","18.380,0","18.020,0","170,68K","0,44%"
"28.10.2019","18.200,0","18.340,0","18.340,0","18.120,0","90,09K","-0,87%"
"25.10.2019","18.360,0","18.360,0","18.360,0","18.200,0","466,44K","0,00%"
"24.10.2019","18.360,0","18.380,0","18.380,0","18.300,0","91,80K","0,00%"
"23.10.2019","18.360,0","18.300,0","18.400,0","18.080,0","261,84K","-0,22%"
"22.10.2019","18.400,0","17.300,0","18.400,0","17.300,0","219,59K","2,22%"
"21.10.2019","18.000,0","17.400,0","18.000,0","17.400,0","281,42K","1,12%"
"18.10.2019","17.800,0","17.440,0","17.800,0","17.440,0","71,78K","1,60%"
"17.10.2019","17.520,0","17.180,0","17.600,0","17.160,0","148,04K","-0,45%"
"16.10.2019","17.600,0","17.380,0","17.700,0","17.320,0","128,71K","-0,34%"
"15.10.2019","17.660,0","17.600,0","17.680,0","17.320,0","101,61K","1,03%"
"11.10.2019","17.480,0","17.600,0","17.600,0","17.080,0","136,71K","-0,11%"
"10.10.2019","17.500,0","17.680,0","17.680,0","17.460,0","141,35K","-1,13%"
"09.10.2019","17.700,0","17.320,0","17.700,0","17.320,0","36,64K","0,00%"
"08.10.2019","17.700,0","17.240,0","17.700,0","17.220,0","176,53K","0,00%"
"07.10.2019","17.700,0","17.520,0","17.700,0","17.520,0","41,76K","0,00%"
"04.10.2019","17.700,0","17.260,0","17.700,0","17.260,0","177,93K","2,43%"
"03.10.2019","17.280,0","17.260,0","17.540,0","17.220,0","1,29M","-2,59%"
